Date,DateKey,Year,Quarter,Month,Day,MonthInYear,MonthInYearSort,DayOfWeek,DayOfWeekSort
11/23/2023,20231123,2023,2023-Q4,2023-11,23,November,11,Thursday,5
11/24/2023,20231124,2023,2023-Q4,2023-11,24,November,11,Friday,6
11/25/2023,20231125,2023,2023-Q4,2023-11,25,November,11,Saturday,7
11/26/2023,20231126,2023,2023-Q4,2023-11,26,November,11,Sunday,1
11/27/2023,20231127,2023,2023-Q4,2023-11,27,November,11,Monday,2
11/28/2023,20231128,2023,2023-Q4,2023-11,28,November,11,Tuesday,3
11/29/2023,20231129,2023,2023-Q4,2023-11,29,November,11,Wednesday,4
11/30/2023,20231130,2023,2023-Q4,2023-11,30,November,11,Thursday,5
12/1/2023,20231201,2023,2023-Q4,2023-12,1,December,12,Friday,6
12/2/2023,20231202,2023,2023-Q4,2023-12,2,December,12,Saturday,7
12/3/2023,20231203,2023,2023-Q4,2023-12,3,December,12,Sunday,1
12/4/2023,20231204,2023,2023-Q4,2023-12,4,December,12,Monday,2
12/5/2023,20231205,2023,2023-Q4,2023-12,5,December,12,Tuesday,3
12/6/2023,20231206,2023,2023-Q4,2023-12,6,December,12,Wednesday,4
12/7/2023,20231207,2023,2023-Q4,2023-12,7,December,12,Thursday,5
12/8/2023,20231208,2023,2023-Q4,2023-12,8,December,12,Friday,6
12/9/2023,20231209,2023,2023-Q4,2023-12,9,December,12,Saturday,7
12/10/2023,20231210,2023,2023-Q4,2023-12,10,December,12,Sunday,1
12/11/2023,20231211,2023,2023-Q4,2023-12,11,December,12,Monday,2
12/12/2023,20231212,2023,2023-Q4,2023-12,12,December,12,Tuesday,3
12/13/2023,20231213,2023,2023-Q4,2023-12,13,December,12,Wednesday,4
12/14/2023,20231214,2023,2023-Q4,2023-12,14,December,12,Thursday,5
12/15/2023,20231215,2023,2023-Q4,2023-12,15,December,12,Friday,6
12/16/2023,20231216,2023,2023-Q4,2023-12,16,December,12,Saturday,7
12/17/2023,20231217,2023,2023-Q4,2023-12,17,December,12,Sunday,1
12/18/2023,20231218,2023,2023-Q4,2023-12,18,December,12,Monday,2
12/19/2023,20231219,2023,2023-Q4,2023-12,19,December,12,Tuesday,3
12/20/2023,20231220,2023,2023-Q4,2023-12,20,December,12,Wednesday,4
12/21/2023,20231221,2023,2023-Q4,2023-12,21,December,12,Thursday,5
12/22/2023,20231222,2023,2023-Q4,2023-12,22,December,12,Friday,6
12/23/2023,20231223,2023,2023-Q4,2023-12,23,December,12,Saturday,7
12/24/2023,20231224,2023,2023-Q4,2023-12,24,December,12,Sunday,1
12/25/2023,20231225,2023,2023-Q4,2023-12,25,December,12,Monday,2
12/26/2023,20231226,2023,2023-Q4,2023-12,26,December,12,Tuesday,3
12/27/2023,20231227,2023,2023-Q4,2023-12,27,December,12,Wednesday,4
12/28/2023,20231228,2023,2023-Q4,2023-12,28,December,12,Thursday,5
12/29/2023,20231229,2023,2023-Q4,2023-12,29,December,12,Friday,6
12/30/2023,20231230,2023,2023-Q4,2023-12,30,December,12,Saturday,7
12/31/2023,20231231,2023,2023-Q4,2023-12,31,December,12,Sunday,1
